timestamp,text,coin,sentiment,source,polarity
2025-01-03 16:10:00,Large USDT minting detected on Tron network.,USDT,0.2598,Twitter,positive
2025-04-03 19:41:00,Solana TVL hits new high.,SOL,-0.4978,Twitter,negative
2025-02-25 13:39:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.8828,Twitter,positive
2025-05-07 05:30:00,Huge outflow of BTC from exchanges spotted today.,BTC,0.5469,Twitter,positive
2025-02-05 19:44:00,SOL chart looks primed for reversal.,SOL,0.397,Twitter,positive
2025-01-10 01:48:00,Is this USDT mint a sign of market pump?,USDT,-1.0,Twitter,negative
2025-03-22 21:18:00,Will $ETH break all-time high soon?,ETH,0.0705,Twitter,positive
2025-02-23 23:10:00,"Whale alert: 22,480 BTC sent to unknown wallet.",BTC,0.0416,Twitter,neutral
2025-03-25 12:38:00,USDT flows signal caution.,USDT,0.2755,Twitter,positive
2025-03-01 03:50:00,Huge outflow of BTC from exchanges spotted today.,BTC,0.9988,Twitter,positive
2025-01-31 13:05:00,Whale converts profits into USDT.,USDT,0.7757,Twitter,positive
2025-02-09 15:36:00,Whale converts profits into USDT.,USDT,0.6555,Twitter,positive
2025-06-28 10:07:00,Is ETH2.0 upgrade coming sooner than expected?,ETH,-0.3513,Twitter,negative
2025-03-30 12:26:00,Huge outflow of BTC from exchanges spotted today.,BTC,-0.4268,Twitter,negative
2025-02-09 11:12:00,Biggest USDT burn of the year today.,USDT,0.3679,Twitter,positive
2025-07-03 15:42:00,Suspicious USDT transfers just before dump.,USDT,0.7639,Twitter,positive
2025-01-01 19:53:00,Bitcoin halving hype building up.,BTC,-0.5717,Twitter,negative
2025-02-09 07:01:00,Tether’s dominance in market grows further.,USDT,0.0801,Twitter,positive
2025-05-19 15:40:00,Is this USDT mint a sign of market pump?,USDT,-0.2411,Twitter,negative
2025-03-27 14:38:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,-0.2899,Twitter,negative
2025-01-02 22:04:00,Biggest ETH transfer of the month today.,ETH,1.0,Twitter,positive
2025-03-15 02:49:00,Biggest ETH transfer of the month today.,ETH,-0.4972,Twitter,negative
2025-01-12 03:09:00,SOL rally incoming or more FUD?,SOL,0.8658,Twitter,positive
2025-03-15 08:04:00,People panic selling BTC or smart money moving in?,BTC,0.251,Twitter,positive
2025-01-12 07:41:00,Tether’s dominance in market grows further.,USDT,0.2864,Twitter,positive
2025-01-03 02:31:00,Bullish on Solana after mainnet upgrade?,SOL,0.4587,Twitter,positive
2025-03-31 18:58:00,"Massive ETH transaction detected: 20,801 ETH.",ETH,0.6485,Twitter,positive
2025-01-19 20:42:00,Biggest ETH transfer of the month today.,ETH,-0.0587,Twitter,negative
2025-06-19 11:20:00,Bullish on Solana after mainnet upgrade?,SOL,-0.6414,Twitter,negative
2025-01-06 10:29:00,"Massive ETH transaction detected: 21,263 ETH.",ETH,-0.075,Twitter,negative
2025-05-09 12:57:00,"Solana whale just moved 44,665 SOL.",SOL,-0.3457,Twitter,negative
2025-01-13 00:01:00,Bitcoin halving hype building up.,BTC,0.6623,Twitter,positive
2025-06-15 02:02:00,Staked ETH surpasses new milestone.,ETH,0.1283,Twitter,positive
2025-04-08 21:45:00,USDT flows signal caution.,USDT,-0.3571,Twitter,negative
2025-05-04 20:20:00,ETH outflows suggest holding is rising.,ETH,-0.1892,Twitter,negative
2025-07-09 02:56:00,"Solana whale just moved 48,417 SOL.",SOL,0.4895,Twitter,positive
2025-04-20 02:28:00,Bitcoin halving hype building up.,BTC,0.155,Twitter,positive
2025-06-26 10:46:00,SOL sees huge network activity spike.,SOL,1.0,Twitter,positive
2025-01-17 12:58:00,SOL rally incoming or more FUD?,SOL,0.748,Twitter,positive
2025-06-08 19:44:00,Staked ETH surpasses new milestone.,ETH,-0.3225,Twitter,negative
2025-07-21 01:06:00,"Whale alert: 35,685 BTC sent to unknown wallet.",BTC,0.5742,Twitter,positive
2025-04-01 21:33:00,Biggest ETH transfer of the month today.,ETH,0.3747,Twitter,positive
2025-04-14 01:17:00,"Whale alert: 4,456 BTC sent to unknown wallet.",BTC,0.3833,Twitter,positive
2025-07-24 20:48:00,ETH outflows suggest holding is rising.,ETH,0.2669,Twitter,positive
2025-03-20 09:28:00,Will $ETH break all-time high soon?,ETH,1.0,Twitter,positive
2025-02-12 02:35:00,Ethereum gas fees spike to 95 gwei!,ETH,0.8801,Twitter,positive
2025-02-16 20:51:00,People panic selling BTC or smart money moving in?,BTC,0.0968,Twitter,positive
2025-02-11 12:31:00,Biggest ETH transfer of the month today.,ETH,0.2662,Twitter,positive
2025-02-20 16:13:00,SOL sees huge network activity spike.,SOL,-0.8965,Twitter,negative
2025-06-28 00:42:00,Is ETH2.0 upgrade coming sooner than expected?,ETH,-0.1541,Twitter,negative
2025-06-14 01:34:00,"Bitcoin's price just broke 71,816 again!",BTC,0.2865,Twitter,positive
2025-04-21 14:36:00,Bitcoin halving hype building up.,BTC,0.1293,Twitter,positive
2025-05-24 02:03:00,SOL rally incoming or more FUD?,SOL,-0.5421,Twitter,negative
2025-05-08 13:32:00,Biggest ETH transfer of the month today.,ETH,0.2612,Twitter,positive
2025-01-22 08:57:00,SOL chart looks primed for reversal.,SOL,0.6988,Twitter,positive
2025-06-05 12:59:00,Whale wallet deposits 10k ETH to Binance.,ETH,-0.1207,Twitter,negative
2025-03-23 21:22:00,SOL chart looks primed for reversal.,SOL,-0.1267,Twitter,negative
2025-07-20 22:58:00,Tether’s dominance in market grows further.,USDT,-0.1905,Twitter,negative
2025-07-12 19:23:00,Bitcoin halving hype building up.,BTC,0.4719,Twitter,positive
2025-06-08 17:04:00,SOL rally incoming or more FUD?,SOL,-0.6639,Twitter,negative
2025-02-19 19:38:00,Solana TVL hits new high.,SOL,-0.3685,Twitter,negative
2025-02-27 01:59:00,"Whale alert: 11,557 BTC sent to unknown wallet.",BTC,0.1666,Twitter,positive
2025-07-18 08:31:00,SOL whale movements ahead of earnings.,SOL,-0.6541,Twitter,negative
2025-07-03 01:15:00,Biggest ETH transfer of the month today.,ETH,0.0956,Twitter,positive
2025-04-06 12:17:00,"ETH whales moving coins as price nears 25,752.",ETH,0.2767,Twitter,positive
2025-07-17 10:02:00,"Whale alert: 41,741 SOL deposited to FTX.",SOL,-0.6923,Twitter,negative
2025-04-21 02:02:00,"Rumor: Big institution bought 45,239 BTC—bullish?",BTC,0.4183,Twitter,positive
2025-01-11 23:05:00,"BTC just rejected at 38,118, bears in control?",BTC,-0.0563,Twitter,negative
2025-05-18 16:32:00,"Whale alert: 44,189 SOL deposited to FTX.",SOL,0.0116,Twitter,neutral
2025-06-01 05:07:00,Whale converts profits into USDT.,USDT,0.3031,Twitter,positive
2025-07-21 22:36:00,"BTC just rejected at 41,573, bears in control?",BTC,0.5554,Twitter,positive
2025-07-08 17:45:00,"Solana whale just moved 18,015 SOL.",SOL,0.4187,Twitter,positive
2025-02-03 15:43:00,"Bitcoin's price just broke 40,371 again!",BTC,1.0,Twitter,positive
2025-05-17 07:07:00,"BTC just rejected at 26,212, bears in control?",BTC,0.1397,Twitter,positive
2025-05-11 15:12:00,"Massive ETH transaction detected: 37,899 ETH.",ETH,0.6962,Twitter,positive
2025-05-14 16:54:00,Ethereum gas fees spike to 233 gwei!,ETH,0.3274,Twitter,positive
2025-05-20 13:59:00,"Traders moving to stablecoins: 10,024 USDT.",USDT,0.6176,Twitter,positive
2025-02-14 13:23:00,Suspicious USDT transfers just before dump.,USDT,-0.2579,Twitter,negative
2025-06-09 16:32:00,Huge outflow of BTC from exchanges spotted today.,BTC,-0.3806,Twitter,negative
2025-03-24 06:59:00,Solana TVL hits new high.,SOL,0.3481,Twitter,positive
2025-06-26 02:43:00,Whale wallet deposits 10k ETH to Binance.,ETH,0.336,Twitter,positive
2025-01-12 16:32:00,Suspicious USDT transfers just before dump.,USDT,-0.1107,Twitter,negative
2025-05-03 18:58:00,"Whale alert: 16,750 BTC sent to unknown wallet.",BTC,0.0455,Twitter,neutral
2025-06-30 21:04:00,Ethereum’s merge chatter heats up again.,ETH,-0.1884,Twitter,negative
2025-04-06 15:45:00,ETH outflows suggest holding is rising.,ETH,-0.2553,Twitter,negative
2025-01-08 07:24:00,Huge outflow of BTC from exchanges spotted today.,BTC,0.4998,Twitter,positive
2025-02-14 16:57:00,Solana TVL hits new high.,SOL,-0.1253,Twitter,negative
2025-05-19 12:12:00,USDT flows signal caution.,USDT,0.5152,Twitter,positive
2025-02-07 21:20:00,Ethereum gas fees spike to 181 gwei!,ETH,0.2458,Twitter,positive
2025-04-05 10:22:00,USDT reserves reach all-time high.,USDT,-0.1848,Twitter,negative
2025-04-04 05:38:00,"USDT whale alert: 31,162 sent to Binance.",USDT,0.3798,Twitter,positive
2025-04-23 20:44:00,Bitcoin halving hype building up.,BTC,0.3949,Twitter,positive
2025-06-23 02:47:00,SOL whale movements ahead of earnings.,SOL,-0.0673,Twitter,negative
2025-05-15 07:32:00,"ETH whales moving coins as price nears 54,492.",ETH,0.5181,Twitter,positive
2025-01-10 19:00:00,SOL whale movements ahead of earnings.,SOL,0.4223,Twitter,positive
2025-07-02 20:29:00,Ethereum’s merge chatter heats up again.,ETH,-0.1027,Twitter,negative
2025-02-12 23:50:00,"Massive ETH transaction detected: 28,471 ETH.",ETH,0.1689,Twitter,positive
2025-03-15 03:06:00,"Solana whale just moved 40,635 SOL.",SOL,-0.1251,Twitter,negative
2025-02-06 03:45:00,Solana TVL hits new high.,SOL,-0.4145,Twitter,negative
2025-07-11 22:32:00,Solana ecosystem booming despite volatility.,SOL,-0.3035,Twitter,negative
2025-03-04 15:44:00,SOL whale movements ahead of earnings.,SOL,1.0,Twitter,positive
2025-05-16 12:23:00,SOL rally incoming or more FUD?,SOL,-0.0479,Twitter,neutral
2025-03-08 02:15:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,-0.8227,Twitter,negative
2025-05-11 17:16:00,ETH outflows suggest holding is rising.,ETH,0.3073,Twitter,positive
2025-06-25 01:22:00,Is ETH2.0 upgrade coming sooner than expected?,ETH,0.228,Twitter,positive
2025-03-01 13:53:00,Biggest ETH transfer of the month today.,ETH,0.0268,Twitter,neutral
2025-02-26 17:01:00,Whale wallet deposits 10k ETH to Binance.,ETH,-0.4289,Twitter,negative
2025-05-22 11:57:00,Bullish on Solana after mainnet upgrade?,SOL,-0.3489,Twitter,negative
2025-04-28 14:11:00,SOL chart looks primed for reversal.,SOL,0.1775,Twitter,positive
2025-04-20 14:18:00,People panic selling BTC or smart money moving in?,BTC,-0.3896,Twitter,negative
2025-07-01 04:05:00,"Massive ETH transaction detected: 42,066 ETH.",ETH,0.6176,Twitter,positive
2025-07-17 03:40:00,SOL rally incoming or more FUD?,SOL,0.0296,Twitter,neutral
2025-01-05 13:48:00,"Whale alert: 9,504 SOL deposited to FTX.",SOL,-0.2037,Twitter,negative
2025-04-20 02:38:00,"Rumor: Big institution bought 1,371 BTC—bullish?",BTC,0.095,Twitter,positive
2025-01-09 14:16:00,SOL sees huge network activity spike.,SOL,0.2328,Twitter,positive
2025-01-12 21:46:00,SOL price dumps after latest outage.,SOL,-0.165,Twitter,negative
2025-02-14 17:34:00,Is ETH2.0 upgrade coming sooner than expected?,ETH,1.0,Twitter,positive
2025-05-06 17:10:00,"Whale alert: 41,897 SOL deposited to FTX.",SOL,-0.1107,Twitter,negative
2025-06-14 09:36:00,Biggest USDT burn of the year today.,USDT,-0.579,Twitter,negative
2025-06-14 03:29:00,Tether’s dominance in market grows further.,USDT,-0.0423,Twitter,neutral
2025-02-05 23:26:00,"Whale alert: 28,730 BTC sent to unknown wallet.",BTC,0.3251,Twitter,positive
2025-01-20 21:39:00,Bullish on Solana after mainnet upgrade?,SOL,0.1672,Twitter,positive
2025-04-13 06:37:00,"Rumor: Big institution bought 41,548 BTC—bullish?",BTC,-0.4101,Twitter,negative
2025-06-29 10:28:00,"Rumor: Big institution bought 24,484 BTC—bullish?",BTC,0.9851,Twitter,positive
2025-06-06 09:46:00,"Whale alert: 7,998 SOL deposited to FTX.",SOL,-0.2357,Twitter,negative
2025-07-19 20:00:00,Whale converts profits into USDT.,USDT,0.4734,Twitter,positive
2025-02-24 09:41:00,"Traders moving to stablecoins: 47,337 USDT.",USDT,0.0344,Twitter,neutral
2025-06-17 14:45:00,"Traders moving to stablecoins: 2,608 USDT.",USDT,-0.1028,Twitter,negative
2025-01-03 23:21:00,SOL chart looks primed for reversal.,SOL,0.9096,Twitter,positive
2025-06-14 10:24:00,"USDT whale alert: 17,066 sent to Binance.",USDT,0.4669,Twitter,positive
2025-02-20 04:28:00,BTC supply on exchanges hits yearly low.,BTC,0.3653,Twitter,positive
2025-07-02 19:33:00,"Rumor: Big institution bought 14,358 BTC—bullish?",BTC,0.1636,Twitter,positive
2025-03-09 18:16:00,Suspicious USDT transfers just before dump.,USDT,0.5249,Twitter,positive
2025-04-02 08:40:00,Is this USDT mint a sign of market pump?,USDT,-0.2071,Twitter,negative
2025-02-19 16:56:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.2189,Twitter,positive
2025-03-01 13:53:00,"ETH whales moving coins as price nears 25,658.",ETH,-0.3283,Twitter,negative
2025-01-07 04:28:00,"Traders moving to stablecoins: 1,176 USDT.",USDT,-0.1458,Twitter,negative
2025-04-20 04:37:00,Huge outflow of BTC from exchanges spotted today.,BTC,-0.028,Twitter,neutral
2025-06-04 15:24:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,-0.2597,Twitter,negative
2025-02-03 02:05:00,SOL rally incoming or more FUD?,SOL,0.3194,Twitter,positive
2025-04-30 20:59:00,"Solana whale just moved 14,191 SOL.",SOL,0.0635,Twitter,positive
2025-07-11 16:40:00,USDT reserves reach all-time high.,USDT,0.7722,Twitter,positive
2025-02-25 00:13:00,"USDT whale alert: 6,122 sent to Binance.",USDT,0.0073,Twitter,neutral
2025-05-27 14:16:00,BTC supply on exchanges hits yearly low.,BTC,-0.5894,Twitter,negative
2025-01-16 20:57:00,Tether’s dominance in market grows further.,USDT,-0.1511,Twitter,negative
2025-05-07 07:11:00,Tether’s dominance in market grows further.,USDT,0.3544,Twitter,positive
2025-01-31 23:19:00,Will $ETH break all-time high soon?,ETH,-0.7796,Twitter,negative
2025-04-01 13:16:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.0052,Twitter,neutral
2025-02-27 11:21:00,"Whale alert: 31,206 BTC sent to unknown wallet.",BTC,0.0013,Twitter,neutral
2025-01-28 05:15:00,Ethereum gas fees spike to 71 gwei!,ETH,0.5556,Twitter,positive
2025-06-20 14:51:00,Staked ETH surpasses new milestone.,ETH,-0.2485,Twitter,negative
2025-01-18 14:46:00,SOL chart looks primed for reversal.,SOL,-0.0502,Twitter,negative
2025-06-06 21:45:00,USDT flows signal caution.,USDT,-0.1986,Twitter,negative
2025-02-06 03:18:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.5622,Twitter,positive
2025-06-10 22:22:00,Is ETH2.0 upgrade coming sooner than expected?,ETH,-0.3724,Twitter,negative
2025-06-26 03:25:00,Suspicious USDT transfers just before dump.,USDT,0.0415,Twitter,neutral
2025-02-09 19:06:00,Solana TVL hits new high.,SOL,-0.0411,Twitter,neutral
2025-04-25 17:13:00,"Whale alert: 17,213 BTC sent to unknown wallet.",BTC,0.3619,Twitter,positive
2025-03-09 12:49:00,Tether’s dominance in market grows further.,USDT,-0.4838,Twitter,negative
2025-01-13 13:48:00,Ethereum’s merge chatter heats up again.,ETH,0.757,Twitter,positive
2025-01-31 01:30:00,Solana ecosystem booming despite volatility.,SOL,0.4161,Twitter,positive
2025-04-05 15:52:00,Is ETH2.0 upgrade coming sooner than expected?,ETH,-0.1066,Twitter,negative
2025-05-29 19:41:00,"Massive ETH transaction detected: 44,913 ETH.",ETH,-0.0732,Twitter,negative
2025-03-05 07:41:00,USDT flows signal caution.,USDT,-0.0009,Twitter,neutral
2025-05-05 07:01:00,USDT flows signal caution.,USDT,-0.0027,Twitter,neutral
2025-01-09 00:28:00,"ETH whales moving coins as price nears 38,110.",ETH,0.7667,Twitter,positive
2025-02-04 07:31:00,Huge outflow of BTC from exchanges spotted today.,BTC,0.5727,Twitter,positive
2025-05-27 22:42:00,Whale wallet deposits 10k ETH to Binance.,ETH,0.1396,Twitter,positive
2025-05-01 02:18:00,SOL rally incoming or more FUD?,SOL,-0.0405,Twitter,neutral
2025-06-23 07:36:00,USDT reserves reach all-time high.,USDT,0.1291,Twitter,positive
2025-05-09 00:25:00,"BTC just rejected at 55,129, bears in control?",BTC,0.6822,Twitter,positive
2025-01-16 15:56:00,Solana TVL hits new high.,SOL,0.0695,Twitter,positive
2025-04-16 01:14:00,Bullish on Solana after mainnet upgrade?,SOL,-0.1641,Twitter,negative
2025-04-28 08:14:00,Huge outflow of BTC from exchanges spotted today.,BTC,0.9867,Twitter,positive
2025-02-16 09:51:00,Suspicious USDT transfers just before dump.,USDT,-0.1086,Twitter,negative
2025-01-04 08:55:00,Bullish on Solana after mainnet upgrade?,SOL,0.2292,Twitter,positive
2025-06-07 17:41:00,SOL sees huge network activity spike.,SOL,-0.3229,Twitter,negative
2025-02-22 07:31:00,SOL rally incoming or more FUD?,SOL,0.4178,Twitter,positive
2025-04-12 14:17:00,"USDT whale alert: 30,747 sent to Binance.",USDT,0.0153,Twitter,neutral
2025-02-02 05:23:00,Whale wallet deposits 10k ETH to Binance.,ETH,0.287,Twitter,positive
2025-06-12 14:39:00,"BTC just rejected at 58,439, bears in control?",BTC,0.197,Twitter,positive
2025-07-17 22:36:00,"Traders moving to stablecoins: 46,560 USDT.",USDT,-0.5468,Twitter,negative
2025-01-09 10:44:00,"Rumor: Big institution bought 19,716 BTC—bullish?",BTC,0.5223,Twitter,positive
2025-05-09 17:07:00,Will $ETH break all-time high soon?,ETH,0.5497,Twitter,positive
2025-04-07 02:00:00,Huge outflow of BTC from exchanges spotted today.,BTC,0.296,Twitter,positive
2025-04-05 05:36:00,"Someone just moved 18,494 BTC. What’s going on?!",BTC,0.0445,Twitter,neutral
2025-04-29 17:39:00,ETH outflows suggest holding is rising.,ETH,-0.3448,Twitter,negative
2025-02-19 13:43:00,Suspicious USDT transfers just before dump.,USDT,0.4922,Twitter,positive
2025-02-22 07:38:00,SOL sees huge network activity spike.,SOL,-0.359,Twitter,negative
2025-02-27 04:17:00,USDT reserves reach all-time high.,USDT,0.6721,Twitter,positive
2025-02-26 09:06:00,Solana TVL hits new high.,SOL,0.4232,Twitter,positive
2025-03-04 19:05:00,SOL sees huge network activity spike.,SOL,0.3721,Twitter,positive
2025-07-21 16:57:00,SOL sees huge network activity spike.,SOL,0.7156,Twitter,positive
2025-04-28 18:33:00,"Bitcoin's price just broke 48,823 again!",BTC,-0.3118,Twitter,negative
2025-06-20 01:12:00,"Whale alert: 22,978 SOL deposited to FTX.",SOL,-0.6185,Twitter,negative
2025-03-29 07:21:00,SOL rally incoming or more FUD?,SOL,0.3548,Twitter,positive
2025-03-27 00:06:00,Huge outflow of BTC from exchanges spotted today.,BTC,-0.6315,Twitter,negative
2025-07-05 04:17:00,ETH outflows suggest holding is rising.,ETH,0.6735,Twitter,positive
2025-02-05 08:30:00,SOL whale movements ahead of earnings.,SOL,0.3726,Twitter,positive
2025-03-01 04:16:00,Ethereum’s merge chatter heats up again.,ETH,-0.034,Twitter,neutral
2025-01-17 15:23:00,Ethereum’s merge chatter heats up again.,ETH,-0.3734,Twitter,negative
2025-06-29 12:30:00,"Whale alert: 19,741 BTC sent to unknown wallet.",BTC,-0.5243,Twitter,negative
2025-04-18 15:05:00,SOL chart looks primed for reversal.,SOL,-0.0034,Twitter,neutral
2025-03-25 22:39:00,People panic selling BTC or smart money moving in?,BTC,-0.1604,Twitter,negative
2025-06-24 23:23:00,Bitcoin halving hype building up.,BTC,0.1918,Twitter,positive
2025-02-22 07:00:00,BTC supply on exchanges hits yearly low.,BTC,-0.3199,Twitter,negative
2025-02-06 14:42:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.6032,Twitter,positive
2025-01-19 10:20:00,"Bitcoin's price just broke 71,557 again!",BTC,0.1083,Twitter,positive
2025-01-14 04:28:00,Biggest USDT burn of the year today.,USDT,-0.3014,Twitter,negative
2025-02-02 07:28:00,Bullish on Solana after mainnet upgrade?,SOL,0.6051,Twitter,positive
2025-07-06 18:02:00,Large USDT minting detected on Tron network.,USDT,-0.4336,Twitter,negative
2025-03-28 05:28:00,"Whale alert: 49,218 BTC sent to unknown wallet.",BTC,-0.2666,Twitter,negative
2025-03-16 04:03:00,SOL rally incoming or more FUD?,SOL,-0.1973,Twitter,negative
2025-06-30 07:46:00,Tether’s dominance in market grows further.,USDT,-0.3557,Twitter,negative
2025-01-27 15:15:00,"Solana whale just moved 20,558 SOL.",SOL,1.0,Twitter,positive
2025-03-08 01:20:00,"Someone just moved 6,764 BTC. What’s going on?!",BTC,0.1904,Twitter,positive
2025-04-14 16:00:00,USDT flows signal caution.,USDT,-0.4268,Twitter,negative
2025-04-03 18:01:00,SOL price dumps after latest outage.,SOL,-0.1867,Twitter,negative
2025-06-07 20:59:00,Staked ETH surpasses new milestone.,ETH,0.3551,Twitter,positive
2025-03-19 05:00:00,Whale converts profits into USDT.,USDT,0.2551,Twitter,positive
2025-03-11 09:31:00,USDT reserves reach all-time high.,USDT,-0.2299,Twitter,negative
2025-06-22 14:36:00,Large USDT minting detected on Tron network.,USDT,-0.137,Twitter,negative
2025-02-05 21:35:00,"Traders moving to stablecoins: 38,018 USDT.",USDT,0.5469,Twitter,positive
2025-03-29 12:26:00,Whale converts profits into USDT.,USDT,-0.1332,Twitter,negative
2025-03-08 13:52:00,Whale wallet deposits 10k ETH to Binance.,ETH,0.3662,Twitter,positive
2025-06-19 09:34:00,People panic selling BTC or smart money moving in?,BTC,-0.2803,Twitter,negative
2025-06-22 17:50:00,"USDT whale alert: 9,796 sent to Binance.",USDT,-0.5425,Twitter,negative
2025-02-02 21:55:00,SOL price dumps after latest outage.,SOL,0.6688,Twitter,positive
2025-02-09 07:34:00,SOL chart looks primed for reversal.,SOL,-0.4028,Twitter,negative
2025-04-06 21:16:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.1451,Twitter,positive
2025-03-14 00:23:00,Ethereum gas fees spike to 107 gwei!,ETH,-0.3766,Twitter,negative
2025-06-05 16:54:00,SOL rally incoming or more FUD?,SOL,-0.622,Twitter,negative
2025-04-21 12:26:00,USDT flows signal caution.,USDT,-0.1473,Twitter,negative
2025-01-28 22:58:00,Bitcoin halving hype building up.,BTC,0.7041,Twitter,positive
2025-02-03 02:15:00,Staked ETH surpasses new milestone.,ETH,0.3875,Twitter,positive
2025-03-02 06:47:00,Will $ETH break all-time high soon?,ETH,-0.7875,Twitter,negative
2025-04-11 11:32:00,"Solana whale just moved 46,259 SOL.",SOL,0.0668,Twitter,positive
2025-02-15 14:06:00,"Someone just moved 6,253 BTC. What’s going on?!",BTC,-0.3107,Twitter,negative
2025-06-15 05:58:00,Biggest ETH transfer of the month today.,ETH,0.7288,Twitter,positive
2025-01-05 21:47:00,"Bitcoin's price just broke 60,374 again!",BTC,-0.3724,Twitter,negative
2025-03-27 22:14:00,Is this USDT mint a sign of market pump?,USDT,0.177,Twitter,positive
2025-02-26 08:21:00,Is this a bull trap or are whales accumulating more $BTC?,BTC,0.6193,Twitter,positive
2025-05-10 05:13:00,Ethereum gas fees spike to 184 gwei!,ETH,0.2464,Twitter,positive
2025-07-14 18:29:00,"Rumor: Big institution bought 16,726 BTC—bullish?",BTC,0.2762,Twitter,positive
2025-05-06 13:19:00,People panic selling BTC or smart money moving in?,BTC,-0.3175,Twitter,negative
2025-04-08 06:59:00,SOL whale movements ahead of earnings.,SOL,0.5634,Twitter,positive
2025-04-16 14:25:00,Will $ETH break all-time high soon?,ETH,0.0238,Twitter,neutral
2025-01-15 01:23:00,Ethereum’s merge chatter heats up again.,ETH,0.3734,Twitter,positive
2025-01-15 14:38:00,USDT reserves reach all-time high.,USDT,-0.2258,Twitter,negative
2025-03-28 12:12:00,ETH outflows suggest holding is rising.,ETH,0.0218,Twitter,neutral
2025-04-30 10:27:00,Suspicious USDT transfers just before dump.,USDT,0.0237,Twitter,neutral
2025-03-27 20:35:00,"BTC just rejected at 50,715, bears in control?",BTC,-0.4988,Twitter,negative
